name,adress,phone,mail,website_url,inventory
Devil Mountain Wholesale Nursery - Fillmore,"3200 W Telegraph Rd Fillmore, CA 93015",(805) 524-3939,fillmore@devilmountainnursery.com,http://devilmountainnursery.com,"['Black Butte Yarrow', 'Narrow Leaf Milkweed', 'Big Saltbush', 'Common Yarrow', 'Bert Johnson Little Sur Manzanita', 'Carmel Sur Little Sur Manzanita', 'Spice Bush', 'Sand Dune Sedge', 'Mulefat', 'Lester Rowntree Manzanita', 'Sonoma Coast Yarrow', 'Emerald Carpet Manzanita', 'Yerba Mansa', 'Calistoga Yarrow', 'Purple Three Awn', 'California Buckeye', ""David's Choice Sagebrush"", 'Sunset Manzanita', 'Common Ladyfern', 'Leafy Reed Grass', 'Howard McMinn Manzanita', 'Paradise Pajaro Manzanita', 'Refugio Manzanita', 'John Dourley Manzanita', 'Warren Roberts Pajaro Manzanita', 'Compacta Oregon Grape', 'Pacific Reedgrass', 'Wild Ginger', 'Canyon Gray Sagebrush', 'Dr. Hurd Manzanita', 'Tall Oregon Grape', 'Vine Maple', 'Mugwort', 'Green Supreme Manzanita', 'Deer Fern', ""Monterey Carpet Hooker's Manzanita"", 'Point Reyes Bearberry Manzanita', 'Incense Cedar', 'Big Leaf Maple', 'White Alder', 'Sentinel Vine Hill Manzanita', ""Wayside Hooker's Manzanita"", 'Showy Milkweed', 'Dutchmans Pipe', ""Louis Edmunds Baker's Manzanita"", 'Austin Griffiths Manzanita', 'Radiant Bearberry Manzanita', 'Pacific Mist Manzanita', 'Dwarf Mahonia', ""Palmer's Indian Mallow"", 'Montara Sagebrush', 'Oregon Grape', 'California Sagebrush', 'Valley Sedge', 'Rosy Dawn Little Sur Manzanita', 'Blue Grama', 'St. Helena Manzanita', 'Torrent Sedge', 'Dwarf Coyote Bush', ""Ken Taylor Hooker's Manzanita""]"
Anza Design & Nursery,"Los Osos, CA 93402",,info@anzadesignandnursery.com,http://www.anzadesignandnursery.com,
Down by the Bay Nursery,"2363 Catalpa Way Hayward, CA 94545",(847) 345-9949,dbtbnursery@gmail.com,http://downbythebay.my.canva.site,"['Coffeeberry', 'Yellow Rayed Lasthenia', 'Red Maids', 'Common Yarrow', 'Elegant Clarkia', 'Great Valley Gumweed', 'Arroyo Willow', 'Woodland Strawberry', 'Hollyleaf Cherry', 'California Wildrose', 'Fivespot', 'Common Ladyfern', 'California Buckeye', 'Coast Live Oak', 'Blue-eyed Grass', 'Eastern Bewildering Bushmallow', 'Cow Parsnip', 'Creamcups', 'Coyote Mint', 'Idaho Fescue', 'Blue Elderberry', 'Golden Yarrow', 'California Brome Grass', 'Nude Buckwheat', 'Toyon', 'Baby Blue Eyes', 'Mugwort', 'Bee Plant', 'Woollypod Milkweed', 'Baldhip Rose', 'Blue Wildrye', 'Ruby Chalice Clarkia', 'Purple Chinese Houses', 'Oregon Gumweed', 'California Buttercup', 'California Poppy', 'Sunflower', 'False Goldenaster', 'Crevice Alumroot', 'Sky Lupine', 'Gumweed', 'Western Columbine', 'Blueblossom Ceanothus', 'Beaked Hazelnut', 'Scarlet Monkeyflower', 'Pink Honeysuckle', 'California Cudweed', 'Bigflower Tellima', 'Coyote Brush', 'Flannel Bush', 'Cobweb Thistle', 'Rooreh', 'Hummingbird Sage', 'California Fuchsia', 'Ocean Spray', 'Southern Honeysuckle', 'Silver Bush Lupine', 'Rock Phacelia', 'Small Flowered Melica']"
Cal Wild Landscapes,"Loomis, CA 95650",(530) 219-5205,info@calwildlandscapes.com,https://www.calwildlandscapes.com/plants,"['Anchor Bay Mountain Lilac', 'Humboldt County Fuchsia', 'Big Saltbush', 'Coyote Mint', 'Catalina Currant', 'Point Sal Sage', 'California Fuchsia', 'Celestial Blue Sage', 'Canyon Gray Sagebrush', 'Mountain Coyote Mint', 'Valley Violet Mountain Lilac', 'Coyote Bush', 'Fragrant Pitcher Sage', 'Pajaro Manzanita', 'Pink And White Coral Bells', 'Foothill Penstemon']"
Hardy Californians,"283 W. Sierra Madre Blvd. Sierra Madre, CA 91024",(626) 675-8652,hardycalifornians@gmail.com,http://www.hardycalifornians.com,"['Narrow Leaf Milkweed', 'Mountain Mahogany', 'Big Saltbush', 'Common Yarrow', 'Carmel Sur Little Sur Manzanita', 'Creek Dogwood', 'Deer Plant', 'Broom Baccharis', 'Frosty Blue Ceanothus', 'Sand Dune Sedge', 'Cane Cholla', 'Blue Dicks', 'Chaparral Whitethorn', 'Joyce Coulter Mountain Lilac', 'Lester Rowntree Manzanita', 'Yankee Point Carmel Ceanothus', 'Emerald Carpet Manzanita', 'Purple Three Awn', 'Yerba Mansa', 'Coyote Bush', 'Bladderpod', 'California Buckeye', ""David's Choice Sagebrush"", 'Howard McMinn Manzanita', 'John Dourley Manzanita', 'San Diego Sedge', 'Concha Ceanothus', 'California Aster', 'Silver Carpet Aster', 'Desert Agave', 'Canyon Gray Sagebrush', 'Dr. Hurd Manzanita', 'Dark Star Ceanothus', 'Mugwort', 'Bush Monkey Flower', ""Nevin's Barberry"", ""Virgin's Bower"", 'Coastal Cholla', 'Hoaryleaf Ceanothus', 'Western Redbud', 'Coastal Agave', 'Yerba Buena', 'Julia Phelps Mountain Lilac', 'Sentinel Vine Hill Manzanita', 'Santa Barbara Milk Vetch', 'Western False Indigo', 'Clustered Field Sedge', 'Ray Hartman Ceanothus', ""Louis Edmunds Baker's Manzanita"", 'Chamise', 'Austin Griffiths Manzanita', 'Shadscale', 'Radiant Bearberry Manzanita', ""Palmer's Indian Mallow"", 'California Sagebrush', 'Island Pink Yarrow', 'Big Sagebrush', 'Blue Grama', 'Dwarf Coyote Bush', 'Red Bush Monkeyflower']"
The Gardens at Heather Farm,"1540 Marchbanks Drive Walnut Creek, CA 94598",(925) 232-1822,plantsales@gardenshf.org,https://gardenshf.org/,"['Common Yarrow', 'Common Snowberry', 'Scouring Rush Horsetail', 'Emerald Carpet Manzanita', 'California Buckeye', 'Black Sage', 'Blue-eyed Grass', 'Golden Currant', 'Howard McMinn Manzanita', 'Marin Pink California Fuchsia', 'Cow Parsnip', 'Eleanor Monkeyflower', 'White Sage', 'Purple Sage', 'California Aster', 'Golden Yarrow', 'Tall Oregon Grape', 'Dr. Hurd Manzanita', 'Dark Star Ceanothus', 'Carmel Creeper Ceanothus', 'Toyon', ""Bee's Bliss Sage"", 'Mugwort', 'Island Alum Root', 'Purple Chinese Houses', 'Red Flowering Currant', 'Sacred Datura', 'Mrs. Beard Creeping Sage', 'Yerba Buena', 'Climbing Penstemon', 'Bush Anemone', 'Blueblossom Ceanothus', 'Pozo Blue Sage', ""Roger's Red Grape"", ""Palmer's Indian Mallow"", 'California Sagebrush', 'California Grape', 'Hummingbird Sage', 'California Fuchsia']"
Walkers Wildlands,"3425 Alta Vista Drive Fallbrook, California 92028",(760) 783-6140,wilsonesque@outlook.com,http://walkerswildlands.com,"['Sugar Bush', 'Narrow Leaf Milkweed', 'Common Yarrow', 'Showy Penstemon', 'Deer Plant', 'Blue Dicks', 'Woodland Strawberry', 'Yerba Mansa', 'Coyote Bush', 'Sea Dahlia', 'Brittlebush', 'California Polypody', 'Black Sage', 'Blue-eyed Grass', 'Fingertips', 'California Adolphia', 'Rainbow Manzanita', 'White Sage', 'Blue Elderberry', 'Laurel Sumac', 'San Diego County Viguiera', 'Toyon', 'Chaparral Yucca', 'Woollyleaf Ceanothus', 'Bee Plant', 'Longleaf Bush Lupine', 'Desert Wild Grape', 'Yellow Bush Penstemon', 'Sacred Datura', 'Climbing Penstemon', 'Missouri Gourd', 'Santa Barbara Milk Vetch', 'Desert Wishbone-bush', 'Lemonade Berry', 'Western Columbine', 'Scarlet Monkeyflower', 'Bush Sunflower', ""Palmer's Indian Mallow"", 'California Buckwheat', 'Coast Live Oak']"
Moosa Creek Nursery,"Moosa Creek Nursery 27201 Cool Water Ranch Rd, Valley Center, CA 92082",(760) 749-3216,contact@moosacreek.com,https://www.moosacreeknursery.com/,"['Narrow Leaf Milkweed', 'Bert Johnson Little Sur Manzanita', 'Frosty Blue Ceanothus', 'Sand Dune Sedge', 'Chaparral Whitethorn', 'Joyce Coulter Mountain Lilac', 'Purple Three Awn', 'Tall Flatsedge', 'Yerba Mansa', 'Thingrass', 'Arizona Cypress', 'Lanceleaf Liveforever', 'Canyon Prince Wild Rye', 'California Buckeye', ""David's Choice Sagebrush"", 'Sunset Manzanita', 'Brittlebush', 'Giant Wildrye', 'Fingertips', 'Howard McMinn Manzanita', 'Paradise Pajaro Manzanita', 'Island Ceanothus', 'John Dourley Manzanita', 'San Diego Sedge', ""Hearst's Ceanothus"", 'Concha Ceanothus', 'California Aster', 'Desert Agave', 'Canyon Gray Sagebrush', 'San Diego County Viguiera', 'Dr. Hurd Manzanita', 'Mugwort', 'Skylark Mountain Lilac', 'Hairy Ceanothus', 'Bush Monkey Flower', 'Candy Stripe Desert Willow', ""Virgin's Bower"", 'Summer Holly', ""Monterey Carpet Hooker's Manzanita"", 'Coastal Agave', 'Brickell Bush', 'Western Redbud', 'Tapertip Liveforever', 'Beach Primrose', 'Desert Willow', 'Julia Phelps Mountain Lilac', 'White Alder', 'Chalk Dudleya', 'Santa Barbara Milk Vetch', 'Clustered Field Sedge', 'Arroyo de la Cruz Manzanita', 'Ray Hartman Ceanothus', ""Louis Edmunds Baker's Manzanita"", 'Apple Blossom Yarrow', 'Paprika Common Yarrow', 'Grey Dawn Creeping Wild Rye', 'California Sagebrush', 'Golden Spined Cereus', 'Burgundy Desert Willow', 'Blue Grama']"
Alta Vista Nursery,"44246 August Drive Three Rivers, California 93271",(559) 804-2011,avnursery@greenmail.net,,"['Sugar Bush', 'Canyon Dudleya', 'Coffeeberry', 'Narrow Leaf Milkweed', 'Valley Oak', 'Common Yarrow', 'Showy Penstemon', 'Spice Bush', 'Deergrass', 'Heart Leaf Milkweed', 'California Melicgrass', 'Chaparral Whitethorn', 'Santa Cruz Island Buckwheat', 'California Buttonbush', 'Whiteleaf Manzanita', ""Payne's Red Bush Monkeyflower"", 'Yerba Mansa', 'Fragrant Pitcher Sage', 'Bladderpod', 'Brittlebush', 'California Buckeye', 'California Polypody', 'Conejo Buckwheat', 'Fingertips', 'Howard McMinn Manzanita', 'Golden Currant', ""St. Catherine's Lace"", 'Buckbrush', 'Common Lippia', 'Rock Eriogonum', 'California Milkweed', 'Canyon Gray Sagebrush', 'Golden Yarrow', 'Beach Strawberry', 'Wild Marigold', 'Chaparral Yucca', 'Bush Monkey Flower', 'Island Alum Root', 'Red Flowering Currant', 'Western Redbud', 'Yerba Buena', 'Blue Oak', 'Desert Willow', 'Chalk Dudleya', 'Mountain Blue Penstemon', 'Soft Rush', ""Nevin's Woolly Sunflower"", 'Bush Anemone', 'Common Woolly Sunflower', 'Anchor Bay Mountain Lilac', 'Lemonade Berry', 'Seaside Daisy', 'Scarlet Bugler', 'Silver King Wormwood', 'Flannel Bush', 'Unfurled Bushmallow', 'Mock Orange', 'Catalina Currant', 'California Buckwheat', 'Dwarf Coyote Bush']"
North Coast CNPS Nursery,"5851 Myrtle Ave Eureka, CA 95503",,northcoastcnps@gmail.com,https://northcoastcnpsnursery.org/,"['Canyon Dudleya', 'Red Osier Dogwood', 'Narrow Leaf Milkweed', 'Purple Clarkia', 'Punch Bowl Godetia', 'Twining Snakelily', 'Elegant Clarkia', 'Common Yarrow', 'Spice Bush', 'Scarlet Larkspur', 'Tufted Hairgrass', 'Heart Leaf Milkweed', 'Blue Dicks', 'Black Hawthorn', 'Common Camas', 'Coyote Bush', 'California Pitcherplant', 'Firecracker Brodiaea', 'California Buckeye', 'Common Ladyfern', 'Thrift Seapink', 'Soap Plant', 'Pacific Reedgrass', 'White Globe Lily', 'California Aster', ""Miner's Dogwood"", 'Wild Ginger', 'Farewell To Spring', 'One Leaf Onion', 'Wild Hyacinth', 'Dark Star Ceanothus', 'Sea-Watch', 'Mugwort', ""Virgin's Bower"", 'Brook Foam', 'Sticky Cinquefoil', 'Purple Chinese Houses', 'Incense Cedar', 'Yerba Buena', ""Elk's Clover"", 'Red Alder', 'Candy Flower', 'Showy Milkweed', 'Dutchmans Pipe', 'Ray Hartman Ceanothus', 'Coast Onion', 'Western Columbine', 'Pacific Madrone', 'Golden Globelily', 'Common Goldenstar', 'Beaked Hazelnut', 'California Vanilla Grass', 'Bleeding Heart', 'Ookow', 'Cobweb Thistle', 'Pearly Everlasting', 'Mouse-gray Dudleya', 'Grand Fir', 'Kinnikinnick']"
MEarth,"Hilton Bialek Habitat 4380 Carmel Valley Rd, Carmel-By-The-Sea, CA 93923",,karin@mearthcarmel.org,https://mearthcarmel.org/,
Miridae Mobile Nursery,"Sacramento, CA 95811",,info@miridaemobilenursery.com,http://www.miridaemobilenursery.com,"['Pacific Sunset Flannelbush', 'Big Saltbush', 'Black Twinberry', 'Fragrant Sumac', ""Palmer's Indian Mallow"", 'California Sagebrush', 'California Grape', 'Hoary Coffeeberry', 'Pacific Coast Hybrid Iris', 'Chaparral Yucca', 'Soft Rush', 'Hollyleaf Cherry', 'Emerald Carpet Manzanita', 'California Aster', 'Red Bush Monkeyflower', 'California Buckeye']"
Sloat Garden Center,"420 Coloma st Sausalito, California 94965",(415) 332-0657,niko@sloatgardens.com,https://sloatgardens.com/,
Plants Express,,(888) 444-1126,sales@plantsexpress.com,http://plantsexpress.com,"['Sugar Bush', 'Valley Oak', 'Santa Ana Cardinal Coral Bells', 'Common Yarrow', 'De La Mina Verbena', 'California Wax Myrtle', 'Scouring Rush Horsetail', 'Eve Case Coffeeberry', 'Deergrass', 'Joyce Coulter Mountain Lilac', 'Yankee Point Carmel Ceanothus', 'Emerald Carpet Manzanita', 'Aptos Blue Redwood', 'Arizona Cypress', 'Golden Berry Toyon', 'Twin Peaks No. 2 Dwarf Coyote Brush', 'Canyon Prince Wild Rye', 'Leafy Reed Grass', 'Thrift Seapink', 'Howard McMinn Manzanita', 'Desert Museum Palo Verde', 'Concha Ceanothus', 'White Sage', 'Allen Chickering Sage', 'Catalina Fuchsia', 'California Fescue', 'Dr. Hurd Manzanita', 'Dark Star Ceanothus', 'Toyon', ""Bee's Bliss Sage"", 'Skylark Mountain Lilac', 'Elk Blue Spreading Rush', 'Island Alum Root', 'Margarita BOP Penstemon', 'Cleveland Sage', 'Western Redbud', 'Point Reyes Bearberry Manzanita', 'Winnifred Gilman Cleveland Sage', 'Julia Phelps Mountain Lilac', 'Clustered Field Sedge', 'Ray Hartman Ceanothus', ""Louis Edmunds Baker's Manzanita"", 'Mound San Bruno California Coffeeberry', 'Snow Flurry Mountain Lilac', 'Wendy Alumroot', 'Paprika Common Yarrow', 'Pacific Mist Manzanita', ""Everett's Choice California Fuchsia"", 'Island Pink Yarrow', 'California Fuchsia', 'Coast Live Oak', 'Dwarf Coyote Bush', 'Soquel Redwood']"
"Valley Growers Nursery, Inc.","4501 Balcom Canyon Rd. Somis, CA 93066",(805) 531-9986,sales@valleygrowersnursery.com,http://valleygrowersnursery.com,"['Sugar Bush', 'Narrow Leaf Milkweed', 'Firecracker Penstemon', 'Valley Oak', 'California Wax Myrtle', 'Jelly Bean Lemon Monkeyflower', 'Frosty Blue Ceanothus', 'Jelly Bean Dark Pink Monkeyflower', 'Sand Dune Sedge', 'Firecracker Showy Island Snapdragon', 'Deergrass', 'Molate Creeping Red Fescue', 'Joyce Coulter Mountain Lilac', 'Hollyleaf Cherry', 'Purple Three Awn', 'Emerald Carpet Manzanita', 'Pigeon Point Coyote Brush', 'Twin Peaks No. 2 Dwarf Coyote Brush', 'Fragrant Pitcher Sage', 'Canyon Prince Wild Rye', ""David's Choice Sagebrush"", 'Fiesta Marigold Monkeyflower', 'Sunset Manzanita', 'Centennial Ceanothus', 'Desert Penstemon', 'Thrift Seapink', 'Coast Live Oak', 'Howard McMinn Manzanita', 'Point Reyes Ceanothus', 'Eleanor Monkeyflower', 'Concha Ceanothus', 'Pink-flowering Currant', 'Western Sycamore', 'Canyon Gray Sagebrush', 'California Fescue', 'Dr. Hurd Manzanita', 'Toyon', 'Boca Rosa Showy Island Snapdragon', 'Diamond Heights Mountain Lilac', 'Island Alum Root', 'Western Redbud', 'Foothill Sedge', 'Bush Anemone', 'Mound San Bruno California Coffeeberry', 'Snow Flurry Mountain Lilac', 'Lemonade Berry', 'Seaside Daisy', 'Paprika Common Yarrow', 'Bush Sunflower', 'Peach Hybrid Monkeyflower', 'Pacific Mist Manzanita', 'Montara Sagebrush', 'California Sagebrush', 'California Buckwheat', 'Island Pink Yarrow', 'California Fuchsia', 'Rosy Dawn Little Sur Manzanita', 'Blue Grama', 'Russian River Coyote Mint', 'Red Bush Monkeyflower']"
Fig Earth Supply,"3577 N Figueroa St Los Angeles, CA 90065",(323) 224-3938,info@figearthsupply.com,https://www.figearthsupply.com,"['Celestial Blue Ceanothus', ""Britton's Dudleya"", 'Jelly Bean Red Monkeyflower', 'Santa Ana Cardinal Coral Bells', 'Changeling Monkey Flower', 'Eve Case Coffeeberry', 'Jelly Bean Dark Pink Monkeyflower', 'Apricot Mallow', 'California Glory Flannel Bush', 'Yankee Point Carmel Ceanothus', 'Fragrant Pitcher Sage', ""David's Choice Sagebrush"", 'Fiesta Marigold Monkeyflower', 'Sunset Manzanita', 'Warriner Lytle Buckwheat', 'Calistoga California Fuchsia', ""St. Catherine's Lace"", 'John Dourley Manzanita', 'Red fairyduster', 'Island Snapdragon', 'White Sage', 'Jelly Bean Gold Monkeyflower', 'Canyon Gray Sagebrush', 'Red-flowered Buckwheat', ""Bee's Bliss Sage"", 'Toyon', 'Chaparral Yucca', 'Mugwort', 'Bush Monkey Flower', 'California Goldenrod', ""Virgin's Bower"", 'Bountiful Seaside Daisy', 'Pacific Sunset Flannel Bush', 'California Poppy', 'Snowball Monterey Ceanothus', 'Ray Hartman Ceanothus', 'Bush Anemone', 'Snow Flurry Mountain Lilac', ""Everett's Choice California Fuchsia"", 'California Sagebrush', 'California Buckwheat', 'Island Pink Yarrow', 'Purple Haze Coast Aster', 'Dwarf Coyote Bush']"
Santa Clarita Native Plant Nursery,"25929 Pueblo Dr. Valencia, CA 91355",(661) 289-8296,StevenFulton1.41@gmail.com,,"['Narrow Leaf Milkweed', 'Firecracker Penstemon', 'Common Yarrow', 'Showy Penstemon', 'Coastal Bush Lupine', 'Eve Case Coffeeberry', 'Deergrass', 'Firecracker Showy Island Snapdragon', 'California Glory Flannel Bush', 'Joyce Coulter Mountain Lilac', ""Payne's Red Bush Monkeyflower"", 'Purple Three Awn', 'Emerald Carpet Manzanita', 'Golden Berry Toyon', 'Fragrant Pitcher Sage', 'Brittlebush', 'Red Monardella', 'Desert Penstemon', 'Howard McMinn Manzanita', 'Marin Pink California Fuchsia', 'Island Snapdragon', 'White California Fuchsia', 'Coyote Mint', 'San Clemente Island Bushmallow', 'Pink-flowering Currant', 'Silver Carpet Aster', ""Coulter's Matilija Poppy"", 'Farewell To Spring', 'Red-flowered Buckwheat', 'Largeflower Bush Monkeyflower', 'Nude Buckwheat', 'Dark Star Ceanothus', 'Toyon', 'Jelly Bean Orange Monkeyflower', 'Bush Monkey Flower', 'Margarita BOP Penstemon', 'Jelly Bean White Monkeyflower', 'Pacific Sunset Flannel Bush', 'Desert Willow', 'Julia Phelps Mountain Lilac', 'California Poppy', 'Pink Alumroot', 'Showy Milkweed', 'Western False Indigo', 'Western Columbine', 'Scarlet Bugler', 'Paprika Common Yarrow', 'Bush Sunflower', 'Marian Sampson Coyote Mint', 'Radiant Bearberry Manzanita', 'California Sun Cup', ""Palmer's Indian Mallow"", ""Everett's Choice California Fuchsia"", 'Dana Point Buckwheat', 'Little Raspberry Cliff Maids', 'Blue Grama', 'Red Bush Monkeyflower']"
Intermountain Nursery,"30443 Auberry Road Prather, California 93651",(559) 855-3113,grow@intermountainnursery.com,http://Intermountainnursery.com,"['Western Dogwood', 'Red Osier Dogwood', 'Canyon Dudleya', 'Sierra Salmon California Fuchsia', 'Common Yarrow', 'Elizabeth Bush Anemone', 'Spice Bush', 'Summer Snow California Fuchsia', 'Mulefat', 'Lester Rowntree Manzanita', 'Joyce Coulter Mountain Lilac', 'Emerald Carpet Manzanita', 'Yerba Mansa', 'Pigeon Point Coyote Brush', 'Coyote Bush', 'Twin Peaks No. 2 Dwarf Coyote Brush', 'Valley Violet Mountain Lilac', 'California Buckeye', 'Bladderpod', 'Brittlebush', 'Horsetail', 'Howard McMinn Manzanita', 'Calistoga California Fuchsia', 'Box Elder', ""Hearst's Ceanothus"", 'Eleanor Monkeyflower', 'Catalina Fuchsia', 'Canyon Gray Sagebrush', 'Curl Leaf Mountain Mahogany', 'Dr. Hurd Manzanita', 'Carmel Creeper Ceanothus', 'Dark Star Ceanothus', 'Pajaro Manzanita', 'Skylark Mountain Lilac', 'Woollyleaf Ceanothus', 'Sticky Cinquefoil', 'Incense Cedar', 'Big Leaf Maple', 'Yerba Buena', 'Julia Phelps Mountain Lilac', 'White Alder', 'Kurt Zadnik Carmel Ceanothus', 'Clustered Field Sedge', 'Ray Hartman Ceanothus', 'Bush Anemone', 'Western Columbine', 'Blueblossom Ceanothus', 'Sicklepod Rockcress', 'Pacific Mist Manzanita', 'Silver King Wormwood', ""Everett's Choice California Fuchsia"", 'Island Pink Yarrow', 'Burgundy Desert Willow']"
Big Oak Nursery,"10071 Grant Line Rd Elk Grove, CA 95624",(916) 686-1180,growing@bigoaknursery.com,https://www.bigoaknursery.com,
Grow Native Nursery,"1500 North College Ave Claremont, California 91711",(909) 625-8767,gnnclaremont@calbg.org,https://www.calbg.org/grow-native-nursery/gnn,"['Remote Blue Mountain Lilac', 'Mountain Mahogany', 'Golden Abundance Oregon Grape', 'White Cloud Santa Cruz Manzanita', 'Catalina Crossosoma', 'Common Yarrow', 'Scarlet Larkspur', 'Bigpod Ceanothus', 'Deer Plant', 'John Bixby Fuchsia', 'Chaparral Whitethorn', 'Mulefat', 'Southern Maiden Hair', 'Gentian Plume Ceanothus', 'Purple Three Awn', 'Emerald Carpet Manzanita', 'Yerba Mansa', 'Coyote Bush', 'Route 66 California Fuchsia', 'California Buckeye', ""David's Choice Sagebrush"", 'Sunset Manzanita', 'Big Berry Manzanita', 'Naomi Big Salt Bush', 'Greensphere Manzanita', 'Howard McMinn Manzanita', 'Byrd Hill Manzanita', 'Prostrate Coyote Brush', 'California Cholla', 'Bright Green Dudleya', 'San Diego Sedge', 'Concha Ceanothus', 'California Aster', 'Silver Carpet Aster', 'Catalina Fuchsia', 'Canyon Gray Sagebrush', 'Wild Marigold', 'Blue Jeans Mountain Lilac', 'Mugwort', 'Woollyleaf Ceanothus', ""Nevin's Barberry"", 'San Diego Yerba Buena', 'Little Sur Manzanita', 'Desert Willow', 'Clustered Field Sedge', 'Bush Monkeyflower', 'Ray Hartman Ceanothus', 'Bush Anemone', 'Chamise', 'Bush Sunflower', 'Shadscale', 'Pacific Mist Manzanita', ""Palmer's Indian Mallow"", 'California Sagebrush', 'Saltgrass', 'Blue Cascade Ceanothus', 'Owlswood Blue Ceanothus', 'Dwarf Coyote Bush', 'Red Bush Monkeyflower']"
California Flora Nursery (Cal Flora),"2990 Somers Street Fulton, CA 95439",(707) 528-8813,calfloranursery@sonic.net,https://calfloranursery.com/,"['San Bruno Mountain Manzanita', 'Common Manzanita', 'Common Yarrow', ""Baker's Manzanita"", 'Hairy Manzanita', 'Indianhemp Dogbane', 'Franciscan Manzanita', 'Balsam Fir', 'Southern Maiden Hair', 'Columbian Windflower', 'Taper Tipped Onion', 'Thingrass', ""Menzies' Fiddleneck"", 'Yerba Mansa', 'Western Serviceberry', 'California Buckeye', 'Sierra Columbine', 'Mount Diablo Manzanita', 'Rocky Mountain Maple', 'Rosy Pussytoes', 'Box Elder', 'Napa False Indigo', 'Pacific Silver Fir', 'Sitka Alder', 'Desert Agave', 'California Angelica', 'One Leaf Onion', ""Hearst's Manzanita"", 'Sea-Watch', 'Vine Maple', 'Gabilan Mountains Manzanita', 'Eastwood Manzanita', 'Vine Hill Manzanita', 'Big Leaf Maple', ""Elk's Clover"", 'Heartleaf Manzanita', 'White Alder', 'Red Alder', 'Woolly Angelica', 'California Dandelion', 'Arroyo de la Cruz Manzanita', 'Santa Rosa Island Manzanita', 'Angelica', 'Chamise', 'Coast Onion', 'Western Columbine', 'Five Finger Fern', ""Howell's Manzanita"", 'Coast Angelica', 'Hoary Manzanita', 'Sweet After Death', ""Palmer's Indian Mallow"", 'Red Baneberry', 'Konocti Manzanita', 'Mountain Alder', 'Pearly Everlasting', 'Mount Tamalpais Manzanita', 'Scytheleaf Onion', 'Grand Fir']"
Native Here Nursery,"101 Golf Course Drive Berkeley, California 94708",(510) 549-0211,nativehere@ebcnps.org,https://nativeherenursery.org/,"['', 'Narrow Leaf Milkweed', 'Contra Costa Manzanita', 'Big Saltbush', 'Common Yarrow', 'Creek Dogwood', 'Tufted Hairgrass', 'Deer Plant', 'Linear Leaved Goldenbush', 'Great Valley Gumweed', 'Rayless Arnica', 'Woodland Brome', 'Slender Wheatgrass', 'California Oatgrass', 'Woodland Strawberry', 'Mount Diablo Manzanita', 'California Buckeye', 'Big Berry Manzanita', 'Sneezeweed', 'Brittle Leaf Manzanita', 'Western Rye Grass', 'Common Woollysunflower', 'Two Tooth Sedge', 'Venus Thistle', 'Spike Bentgrass', ""Dudley's Sedge"", 'Shorter Scaled Sedge', 'Nude Buckwheat', 'Sanddune Wallflower', 'Desert Olive', 'Bush Monkey Flower', ""Virgin's Bower"", 'Golden Fleece', 'Smoothstem Sedge', 'Sticky Cinquefoil', 'Douglas Iris', 'Meadow Barley', 'Brown Dogwood', ""Elk's Clover"", 'Common Spikerush', 'Leather Root', 'Clustered Field Sedge', 'Crevice Alumroot', 'Seep Monkey Flower', 'California Dandelion', 'Telegraph Weed', 'Western Burning Bush', 'Pacific Madrone', 'Scarlet Monkeyflower', 'Marsh Gumplant', 'Coyote Brush', 'Red Baneberry', 'California Sagebrush', 'Saltgrass', 'California Buckwheat', 'Seaside Woolly Sunflower', 'California Fuchsia', 'Coast Silktassel', 'Mountain Mahogany', 'Small Bract Sedge']"
